Financial Year,Financial Quarter,Force Name,Offence Description,Offence Group,Offence Subgroup,Offence Code,Offence Count
2020/21,1,Avon & Somerset,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,1
2020/21,1,Avon & Somerset,"Public fear, alarm or distress",Public order offences,Public order offences,9A,1088
2020/21,1,Avon & Somerset,"Public fear, alarm or distress",Public order offences,Public order offences,9A,1323
2020/21,1,Avon & Somerset,"Public fear, alarm or distress",Public order offences,Public order offences,9A,1266
2020/21,1,Avon & Somerset,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,1
2020/21,1,Avon & Somerset,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,3
2020/21,1,Avon & Somerset,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,6
2020/21,1,Avon & Somerset,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,11
2020/21,1,Avon & Somerset,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,23
2020/21,1,Avon & Somerset,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,19
2020/21,1,Avon & Somerset,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,1
2020/21,1,Avon & Somerset,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,3
2020/21,1,Avon & Somerset,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,5
2020/21,1,Avon & Somerset,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,3
2020/21,1,Avon & Somerset,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,1
2020/21,1,Avon & Somerset,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,9
2020/21,1,Avon & Somerset,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,99
2020/21,1,Avon & Somerset,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,119
2020/21,1,Avon & Somerset,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,191
2020/21,1,Avon & Somerset,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,73
2020/21,1,Avon & Somerset,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,77
2020/21,1,Avon & Somerset,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,74
2020/21,1,Avon & Somerset,Rape of a female child under 13,Sexual offences,Rape offences,19E,4
2020/21,1,Avon & Somerset,Rape of a female child under 13,Sexual offences,Rape offences,19E,9
2020/21,1,Avon & Somerset,Rape of a female child under 13,Sexual offences,Rape offences,19E,7
2020/21,1,Avon & Somerset,Rape of a female child under 16,Sexual offences,Rape offences,19D,7
2020/21,1,Avon & Somerset,Rape of a female child under 16,Sexual offences,Rape offences,19D,8
2020/21,1,Avon & Somerset,Rape of a female child under 16,Sexual offences,Rape offences,19D,21
2020/21,1,Avon & Somerset,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,2
2020/21,1,Avon & Somerset,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,3
2020/21,1,Avon & Somerset,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,2
2020/21,1,Avon & Somerset,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,1
2020/21,1,Avon & Somerset,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,3
2020/21,1,Avon & Somerset,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,4
2020/21,1,Avon & Somerset,Rape of a male child under 13,Sexual offences,Rape offences,19H,1
2020/21,1,Avon & Somerset,Rape of a male child under 13,Sexual offences,Rape offences,19H,3
2020/21,1,Avon & Somerset,Rape of a male child under 13,Sexual offences,Rape offences,19H,1
2020/21,1,Avon & Somerset,Rape of a male child under 16,Sexual offences,Rape offences,19G,1
2020/21,1,Avon & Somerset,Rape of a male child under 16,Sexual offences,Rape offences,19G,2
2020/21,1,Avon & Somerset,Rape of a male child under 16,Sexual offences,Rape offences,19G,2
2020/21,1,Avon & Somerset,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,0
2020/21,1,Avon & Somerset,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,2
2020/21,1,Avon & Somerset,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,2
2020/21,1,Avon & Somerset,Robbery of business property,Robbery,Robbery of business property,34A,44
2020/21,1,Avon & Somerset,Robbery of business property,Robbery,Robbery of business property,34A,48
2020/21,1,Avon & Somerset,Robbery of business property,Robbery,Robbery of business property,34A,35
2020/21,1,Avon & Somerset,Robbery of personal property,Robbery,Robbery of personal property,34B,65
2020/21,1,Avon & Somerset,Robbery of personal property,Robbery,Robbery of personal property,34B,73
2020/21,1,Avon & Somerset,Robbery of personal property,Robbery,Robbery of personal property,34B,100
2020/21,1,Avon & Somerset,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,0
2020/21,1,Avon & Somerset,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,0
2020/21,1,Avon & Somerset,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,0
2020/21,1,Avon & Somerset,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,6
2020/21,1,Avon & Somerset,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,11
2020/21,1,Avon & Somerset,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,3
2020/21,1,Avon & Somerset,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,18
2020/21,1,Avon & Somerset,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,16
2020/21,1,Avon & Somerset,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,13
2020/21,1,Avon & Somerset,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,51
2020/21,1,Avon & Somerset,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,61
2020/21,1,Avon & Somerset,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,72
2020/21,1,Avon & Somerset,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,16
2020/21,1,Avon & Somerset,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,17
2020/21,1,Avon & Somerset,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,29
2020/21,1,Avon & Somerset,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,7
2020/21,1,Avon & Somerset,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,7
2020/21,1,Avon & Somerset,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,18
2020/21,1,Avon & Somerset,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,5
2020/21,1,Avon & Somerset,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,9
2020/21,1,Avon & Somerset,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,7
2020/21,1,Avon & Somerset,Sexual grooming,Sexual offences,Other sexual offences,88A,21
2020/21,1,Avon & Somerset,Sexual grooming,Sexual offences,Other sexual offences,88A,13
2020/21,1,Avon & Somerset,Sexual grooming,Sexual offences,Other sexual offences,88A,38
2020/21,1,Avon & Somerset,Shoplifting,Theft offences,Shoplifting,46,387
2020/21,1,Avon & Somerset,Shoplifting,Theft offences,Shoplifting,46,423
2020/21,1,Avon & Somerset,Shoplifting,Theft offences,Shoplifting,46,510
2020/21,1,Avon & Somerset,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,0
2020/21,1,Avon & Somerset,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,0
2020/21,1,Avon & Somerset,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,2
2020/21,1,Avon & Somerset,Stalking,Violence against the person,Stalking and harassment,8Q,210
2020/21,1,Avon & Somerset,Stalking,Violence against the person,Stalking and harassment,8Q,241
2020/21,1,Avon & Somerset,Stalking,Violence against the person,Stalking and harassment,8Q,265
2020/21,1,Avon & Somerset,Theft by an employee,Theft offences,Other theft offences,41,4
2020/21,1,Avon & Somerset,Theft by an employee,Theft offences,Other theft offences,41,7
2020/21,1,Avon & Somerset,Theft by an employee,Theft offences,Other theft offences,41,9
2020/21,1,Avon & Somerset,Theft from automatic machine or meter,Theft offences,Other theft offences,47,0
2020/21,1,Avon & Somerset,Theft from automatic machine or meter,Theft offences,Other theft offences,47,5
2020/21,1,Avon & Somerset,Theft from automatic machine or meter,Theft offences,Other theft offences,47,1
2020/21,1,Avon & Somerset,Theft from the person,Theft offences,Theft from the person,39,32
2020/21,1,Avon & Somerset,Theft from the person,Theft offences,Theft from the person,39,43
2020/21,1,Avon & Somerset,Theft from the person,Theft offences,Theft from the person,39,55
2020/21,1,Avon & Somerset,Theft from vehicle,Theft offences,Theft from a vehicle,45,282
2020/21,1,Avon & Somerset,Theft from vehicle,Theft offences,Theft from a vehicle,45,289
2020/21,1,Avon & Somerset,Theft from vehicle,Theft offences,Theft from a vehicle,45,412
2020/21,1,Avon & Somerset,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,69
2020/21,1,Avon & Somerset,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,68
2020/21,1,Avon & Somerset,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,81
2020/21,1,Avon & Somerset,Theft of mail,Theft offences,Other theft offences,42,7
2020/21,1,Avon & Somerset,Theft of mail,Theft offences,Other theft offences,42,23
2020/21,1,Avon & Somerset,Theft of mail,Theft offences,Other theft offences,42,6
2020/21,1,Avon & Somerset,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,155
2020/21,1,Avon & Somerset,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,200
2020/21,1,Avon & Somerset,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,242
2020/21,1,Avon & Somerset,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,102
2020/21,1,Avon & Somerset,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,106
2020/21,1,Avon & Somerset,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,125
2020/21,1,Avon & Somerset,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,57
2020/21,1,Avon & Somerset,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,68
2020/21,1,Avon & Somerset,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,78
2020/21,1,Avon & Somerset,Threats to kill,Violence against the person,Violence without injury,3B,76
2020/21,1,Avon & Somerset,Threats to kill,Violence against the person,Violence without injury,3B,112
2020/21,1,Avon & Somerset,Threats to kill,Violence against the person,Violence without injury,3B,108
2020/21,1,Avon & Somerset,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,Avon & Somerset,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,Avon & Somerset,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,Avon & Somerset,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,53
2020/21,1,Avon & Somerset,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,69
2020/21,1,Avon & Somerset,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,47
2020/21,1,Avon & Somerset,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,Avon & Somerset,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,Avon & Somerset,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,Avon & Somerset,Violent disorder,Public order offences,Public order offences,62A,0
2020/21,1,Avon & Somerset,Violent disorder,Public order offences,Public order offences,62A,1
2020/21,1,Avon & Somerset,Violent disorder,Public order offences,Public order offences,62A,1
2020/21,1,Avon & Somerset,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Avon & Somerset,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Avon & Somerset,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Bedfordshire,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,0
2020/21,1,Bedfordshire,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,2
2020/21,1,Bedfordshire,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,1
